hour,baseFee_gwei
2026-05-02 11:00:00,0.217159387
2026-05-02 12:00:00,0.168610044
2026-05-02 13:00:00,0.19168268
2026-05-02 14:00:00,0.171502569
2026-05-02 15:00:00,0.255198306
2026-05-02 16:00:00,0.298832491
2026-05-02 17:00:00,0.247469092
2026-05-02 18:00:00,0.224759068
2026-05-02 19:00:00,0.325344804
2026-05-02 20:00:00,0.239400528
2026-05-02 21:00:00,0.319508664
2026-05-02 22:00:00,0.233657985
2026-05-02 23:00:00,0.350570873
2026-05-03 00:00:00,0.329902128
2026-05-03 01:00:00,0.364086306
2026-05-03 02:00:00,0.267176633
2026-05-03 03:00:00,0.317874453
2026-05-03 04:00:00,0.226695125
2026-05-03 05:00:00,0.273939301
2026-05-03 06:00:00,0.200053801
2026-05-03 07:00:00,0.17503805
2026-05-03 08:00:00,0.159552454
2026-05-03 09:00:00,0.170300197
2026-05-03 10:00:00,0.161038418
2026-05-03 11:00:00,0.154575702
2026-05-03 12:00:00,0.135845116
2026-05-03 13:00:00,0.175845393
2026-05-03 14:00:00,0.145625348
2026-05-03 15:00:00,0.128878368
2026-05-03 16:00:00,0.253172082
2026-05-03 17:00:00,0.164161487
2026-05-03 18:00:00,0.155753432
2026-05-03 19:00:00,0.15900194
2026-05-03 20:00:00,0.160569756
2026-05-03 21:00:00,0.18441908
2026-05-03 22:00:00,0.143878089
2026-05-03 23:00:00,0.25319355
2026-05-04 00:00:00,0.234964278
2026-05-04 01:00:00,0.254776559
2026-05-04 02:00:00,0.125185566
2026-05-04 03:00:00,0.241079311
2026-05-04 04:00:00,0.20782726
2026-05-04 05:00:00,0.230710401
2026-05-04 06:00:00,0.206427436
2026-05-04 07:00:00,0.190507461
2026-05-04 08:00:00,0.258409084
2026-05-04 09:00:00,0.233869978
2026-05-04 10:00:00,0.298130279
2026-05-04 11:00:00,0.961474791
2026-05-04 12:00:00,0.143212914
2026-05-04 13:00:00,0.224847832
2026-05-04 14:00:00,0.195940565
2026-05-04 15:00:00,0.156630449
2026-05-04 16:00:00,0.268336272
2026-05-04 17:00:00,0.273814827
2026-05-04 18:00:00,1.05025329
2026-05-04 19:00:00,0.558576845
2026-05-04 20:00:00,0.413266328
2026-05-04 21:00:00,0.43035815
2026-05-04 22:00:00,0.324859141
2026-05-04 23:00:00,1.46583539
2026-05-05 00:00:00,1.152986698
2026-05-05 01:00:00,1.194833646
2026-05-05 02:00:00,0.860459132
2026-05-05 03:00:00,0.512440067
2026-05-05 04:00:00,0.362222813
2026-05-05 05:00:00,3.292476077
2026-05-05 06:00:00,0.257431204
2026-05-05 07:00:00,0.176546875
2026-05-05 08:00:00,0.19023067
2026-05-05 09:00:00,0.114289892
2026-05-05 10:00:00,0.209827592
2026-05-05 11:00:00,0.140779221
2026-05-05 12:00:00,0.164319919
2026-05-05 13:00:00,0.111012194
2026-05-05 14:00:00,0.165178663
2026-05-05 15:00:00,0.142070351
2026-05-05 16:00:00,0.147227941
2026-05-05 17:00:00,0.316531075
2026-05-05 18:00:00,0.132578603
2026-05-05 19:00:00,0.146448173
2026-05-05 20:00:00,0.114594719
2026-05-05 21:00:00,0.250907172
2026-05-05 22:00:00,1.393993856
2026-05-05 23:00:00,0.37723272
2026-05-06 00:00:00,0.338629597
2026-05-06 01:00:00,0.320574978
2026-05-06 02:00:00,0.293692913
2026-05-06 03:00:00,0.153983945
2026-05-06 04:00:00,0.254689719
2026-05-06 05:00:00,0.145264856
2026-05-06 06:00:00,0.136337066
2026-05-06 07:00:00,0.111822228
2026-05-06 08:00:00,0.115659936
2026-05-06 09:00:00,0.09480989
2026-05-06 10:00:00,0.172545841
2026-05-06 11:00:00,0.121663896
2026-05-06 12:00:00,0.141867767
2026-05-06 13:00:00,0.106504744
2026-05-06 14:00:00,0.107240365
2026-05-06 15:00:00,0.116005718
2026-05-06 16:00:00,0.119610622
